ObjID,q,e,inc,node,argPeri,epoch_MJD_TDB,t_p_MJD_TDB,FORMAT
2009 T3,2.281,0.9995,148.74,60.09,32.45,55167,2455208.56,COM
2009 U3,1.414,0.9916,51.26,49.32,77.7,55197,2455275.75,COM
2009 U5,6.094,0.9994,25.47,121.17,23.81,55229,2455369.99,COM
2009 W2,6.907,0.9996,164.49,199.58,121.33,55177,2455318.17,COM
2009 Y1,2.52,0.9933,107.32,160.28,127.39,55591,2455590.4,COM
2010 A4,2.738,0.9906,96.73,346.69,271.69,55320,2455478.24,COM
2010 B1,2.941,0.999,101.98,277.21,211.52,55496,2455599.56,COM
2010 D3,4.248,0.9996,76.39,255.23,304.64,55542,2455443.42,COM
2010 D4,7.148,0.8895,105.66,266.78,44.49,55298,2454921.43,COM
2010 DG56,1.591,0.9764,160.42,3.87,318.29,55374,2455332.06,COM
2010 E1,2.662,0.9759,71.7,169.29,296.99,55286,2455143.46,COM
2010 E3,2.269,0.9922,96.36,117.27,50.43,55262,2455292,COM
2010 F1,3.588,0.9475,64.94,344.39,127.51,55288,2455146.07,COM
2010 F3,5.447,0.9133,4.65,157.41,31.26,55384,2455413.04,COM
2010 FB87,2.843,0.9905,107.63,89.9,265.03,55709,2455507.89,COM
2010 G1,1.205,0.9975,78.39,287.45,168.63,55297,2455289.04,COM
2010 G2,1.981,0.9794,103.75,246.78,137.43,55772,2455806.55,COM
2010 G3,4.908,0.9981,108.27,313.72,75.2,55392,2455297.59,COM
2010 H1,2.745,0.9997,36.53,347.38,233.82,55319,2455366.41,COM
2010 J1,1.696,0.9538,134.38,254.81,333.11,55339,2455232.32,COM
2010 J2,3.387,0.9995,125.85,311.79,4.62,55424,2455351.37,COM
2010 J4,1.086,1,162.3,316.41,83.75,55333,2455319.67,COM
2010 KW7,2.57,0.9743,147.06,104.76,332.31,55524,2455480.85,COM
2010 L3,9.883,0.9992,102.63,38.28,121.77,55541,2455510.96,COM
2010 L4,2.826,0.9647,102.82,125.54,95.77,55385,2455251.16,COM
2011 A3,2.345,0.998,26.07,124.9,141.16,55749,2455911.59,COM
2011 C1,0.883,0.9974,16.83,192.44,84.47,55666,2455669.5,COM
2011 C3,1.517,0.9953,49.38,20.89,206.81,55636,2455659.03,COM
2011 KP36,4.883,0.8729,18.99,173.4,180.59,57561,2457535.37,COM
2011 N2,2.563,0.9997,33.68,274.02,357.04,55767,2455853.24,COM
2011 O1,3.891,0.9968,76.5,89.82,232.38,56169,2456157.97,COM
2011 Q1,6.78,0.9979,94.86,142.24,135.93,55825,2455741.95,COM
2011 Q4,1.112,0.9742,147.84,252.09,1.88,55870,2455825.58,COM
2011 W3,0.006,0.9999,134.36,326.37,53.51,55901,2455911.51,COM
2012 A2,3.537,0.9964,125.87,191.4,101.67,56263,2456236.6,COM
2012 C1,4.838,0.9962,96.28,300.64,279.89,56236,2456328.02,COM
2012 CH17,1.296,1,27.74,125.98,137.99,56023,2456198.72,COM
2012 E1,7.503,0.998,122.54,286.32,48.89,56043,2455746.55,COM
2012 E3,3.827,0.9827,105.66,5.53,103.52,56015,2455694.42,COM
2012 F1,2.551,0.9657,159.4,129.97,300.43,56008,2455976.59,COM
2012 F6,0.731,0.9985,82.61,332.72,304.99,56502,2456376.01,COM
2012 K5,1.142,0.9985,92.85,279.04,139.29,56215,2456260.19,COM
2012 K6,3.353,0.9992,135.22,206.9,338.83,56657,2456433.96,COM
2012 L1,2.262,0.9971,87.22,271.77,140.29,56251,2456286.91,COM
2012 L2,1.509,0.9973,70.98,270.3,205.79,56279,2456421.84,COM
2012 L3,3.045,0.9908,134.2,53.49,107.09,56126,2456090.72,COM
2012 LP26,6.536,0.9993,25.38,153.99,145.15,57304,2457251.07,COM
2012 OP,3.607,0.9966,114.83,267.37,351.44,56315,2456266.24,COM
2012 S4,4.349,1,126.54,173.1,163.62,56406,2456471.52,COM
2012 T4,1.956,0.9912,24.09,99.37,219.92,56218,2456211.43,COM
2012 U1,5.264,0.9996,56.34,26.98,70.05,56657,2456843.22,COM
2012 V1,2.089,0.9994,157.84,85.37,123.34,56267,2456495.04,COM
2012 V2,1.455,0.9976,67.18,262.16,217.32,56358,2456521,COM
2012 X1,1.599,0.9896,44.37,113.15,132.11,56644,2456710.13,COM
2012 Y1,2.016,0.9469,20.96,193.25,268.83,56309,2456310.7,COM
2013 E2,1.413,0.9939,21.86,182.47,95.82,56516,2456360.53,COM
2013 F2,6.218,0.9993,61.75,344.27,122.99,56501,2456401.51,COM
2013 F3,2.253,0.997,85.44,266.11,18.76,56463,2456437.76,COM
2013 G5,0.929,0.9997,40.61,144.28,165.67,56405,2456537,COM
2013 G6,2.048,0.9947,124.08,44.57,215.69,56461,2456498.73,COM
2013 G7,4.677,0.9979,105.11,48.4,218.26,56496,2456735.17,COM
2013 G8,5.141,0.9984,27.62,241.02,80.17,56549,2456611.48,COM
2013 H1,2.647,0.9854,27.09,84.97,136.58,56430,2456432.17,COM
2013 J3,3.989,0.998,118.23,200.76,320.96,56476,2456346.38,COM
2013 J6,2.416,0.9596,85.05,68.42,125.64,56439,2456392.06,COM
2013 K1,0.948,0.9881,42.34,125.91,171.33,56443,2456442.67,COM
2013 N4,1.21,0.9748,37.04,322.61,142.28,56550,2456526.01,COM
2013 O3,3.18,0.9961,102.84,276.75,337.97,56570,2456545.49,COM
2013 P2,2.835,0.9989,125.53,2.03,104.97,56711,2456705.55,COM
2013 PE67,1.847,0.9668,116.72,325.96,59.48,56609,2456635.8,COM
2013 R1,0.812,0.9984,64.04,70.71,67.17,56655,2456649.23,COM
2013 TW5,5.831,0.9869,31.4,319.7,190.38,56831,2456887.16,COM
2013 U2,5.117,0.9943,43.09,7,107.38,56966,2456956.37,COM
2013 UQ4,1.081,0.9822,145.26,317.66,23.31,56850,2456844.46,COM
2013 V5,0.626,0.9987,154.89,278.62,314.57,56784,2456928.72,COM
2013 Y2,1.919,0.9913,29.41,243.4,308.84,56727,2456822.15,COM
2014 A5,4.8,0.9604,31.99,310.1,182.58,56890,2456883.03,COM
2014 C3,1.862,0.9828,151.78,204.41,345.88,56744,2456674.23,COM
2014 E2,0.664,0.999,156.39,56.39,344.04,56871,2456841.01,COM
2014 F1,3.496,0.9991,108.25,239.9,8.24,56766,2456570.33,COM
2014 F2,4.314,0.9709,119.06,267.45,86.04,56875,2457024.8,COM
2014 G1,5.469,0.9947,165.64,337.93,77.05,56727,2456603.2,COM
2014 G3,4.698,0.9156,155.82,4.54,147.8,56925,2457056.08,COM
2014 H1,2.139,0.9849,99.94,34.7,169.18,56780,2456762.83,COM
2014 M2,6.91,0.9927,32.42,245.35,40.28,56857,2456851.13,COM
2014 M3,2.434,0.9824,164.91,80.37,93.74,56865,2456830.43,COM
2014 N2,2.184,0.9995,133.01,143.8,237.86,56873,2456938.73,COM
2014 N3,3.882,0.9993,61.64,19.93,353.57,57239,2457094.7,COM
2014 OE4,6.244,0.9997,81.35,240.39,65.76,57885,2457733.38,COM
2014 Q1,0.315,0.9997,43.11,8.76,120.05,57070,2457210.01,COM
2014 Q2,1.29,0.9978,80.3,94.98,12.4,57111,2457052.57,COM
2014 QU2,2.223,0.9913,124.82,333,320.47,56904,2456848.41,COM
2014 Q6,4.223,0.9993,49.8,326.66,2.53,56958,2457028.88,COM
2014 R1,1.345,0.9925,9.93,104.05,55.65,57031,2456980.74,COM
2014 R3,7.276,0.9995,90.84,334.11,113.43,57846,2457608.73,COM
2014 R4,1.818,0.9994,42.41,279.53,180.84,56947,2456952.01,COM
2014 S2,2.101,0.9876,64.67,8.12,87.81,57397,2457366.3,COM
2014 S3,2.049,0.9768,169.32,356.05,293.14,56938,2456882.82,COM
2014 U3,2.556,0.9933,152.99,163.56,51.07,56943,2456903.34,COM
2014 UN271,10.931,0.9976,95.49,190,326.43,58851,2462895.78,COM
2014 W2,2.67,0.9983,82,69.96,85.01,57435,2457457.98,COM
2014 W5,2.399,0.9791,145.49,245.34,281.26,57065,2457429.11,COM
2014 XB8,3.01,0.9967,149.78,37.47,351.45,57056,2457118.12,COM
2015 C2,0.711,0.9985,94.5,49.53,334.13,57138,2457086.07,COM
2015 D4,0.862,0.9891,77.3,305.81,314.69,57111,2456958.74,COM
2015 ER61,1.042,0.9973,6.35,235.22,68.19,57873,2457883.44,COM
2015 F2,1.211,0.9684,28.69,262.55,352.03,57156,2457141.32,COM
2015 F3,0.834,0.9964,73.39,31.64,57.57,57128,2457090.86,COM
2015 F4,1.644,0.9859,48.7,285.96,36.35,57256,2457245.36,COM
2015 J2,4.32,0.9825,17.28,56.76,203.69,57218,2457274.41,COM
2015 K1,2.557,0.9858,29.38,5.18,280.2,57264,2456944.08,COM
2015 K2,1.455,0.9944,29.11,223.71,15.77,57168,2457182.3,COM
2015 M1,2.092,0.9946,57.31,100.29,163.98,57203,2457158.18,COM
2015 M3,3.552,0.9733,65.95,143.09,123.76,57268,2457260.73,COM
2015 O1,3.73,1,127.21,299.86,89.59,58161,2458168.53,COM
2015 P3,0.715,0.9971,58.18,88.15,132.87,57251,2457231.3,COM
2015 R3,4.903,0.9987,83.61,36.41,272.02,57229,2456700.4,COM
2015 T4,2.296,0.9736,87.92,251.79,270.14,57372,2457558.45,COM
2015 TQ209,1.413,0.9989,11.39,224.08,281.51,57376,2457628.1,COM
2015 V3,4.236,0.9948,86.23,2.34,0.82,57411,2457351.37,COM
2015 WZ,1.377,0.9929,134.13,40.05,66.71,57511,2457494.3,COM
2015 Y1,2.514,0.9914,71.22,135.78,24.71,57447,2457523.68,COM
2016 A5,2.947,0.9973,40.33,136.22,321.63,57378,2457201.83,COM
2016 A6,2.413,0.9906,120.93,300.25,141.12,57407,2457332.43,COM
2016 A8,1.881,0.9463,148.21,111.23,130.27,57611,2457631.17,COM
2016 B1,3.206,0.9924,50.48,231.95,8.56,57840,2457727.22,COM
2016 C2,1.56,0.9756,38.16,24.4,214.4,57459,2457498.1,COM
2016 KA,5.4,0.999,104.63,317.56,63.09,57557,2457419.75,COM
2016 M1,2.21,0.9991,90.99,92.2,209.83,58143,2458340.68,COM
2016 N4,3.199,0.9994,72.56,354.03,55.95,58007,2458013.1,COM
2016 N6,2.669,0.9987,105.83,298.98,162.8,58150,2458317.7,COM
2016 P4,5.892,0.9817,29.93,320.78,355.9,57649,2457676.94,COM
2016 Q2,7.082,0.9999,109.39,322.3,84.51,59087,2459346.13,COM
2016 R2,2.602,0.9963,58.22,80.57,33.19,58267,2458248.08,COM
2016 R3,0.447,0.9955,53.07,78.67,118.14,57646,2457672.5,COM
2016 T1,2.3,0.9818,129.82,56.23,137.35,57717,2457786.15,COM
2016 T2,1.908,0.9813,81.31,339.1,92.28,57721,2457751.6,COM
2016 T3,2.649,0.9814,22.68,271.75,194.68,57929,2458003.48,COM
2016 VZ18,0.91,0.9953,24.04,98.95,36.39,57804,2457819.88,COM
2016 X1,7.564,0.9963,26.46,256.43,224.57,58389,2458603.38,COM
2017 A1,2.29,0.9715,49.79,121.07,2.04,57793,2457890.63,COM
2017 A3,3.855,0.9111,98.51,97.9,304.11,57794,2457784.11,COM
2017 AB5,9.216,0.9999,32.43,42.69,78.4,58150,2458167.38,COM
2017 C2,2.431,0.9753,118.58,249.82,138.78,57823,2457775.12,COM
2017 D2,2.486,0.9982,31.27,331.04,334.34,57975,2457949.03,COM
2017 D5,2.167,0.9808,131.04,92.72,287.82,57817,2457762.37,COM
2017 E4,0.494,0.999,88.19,223.17,87.24,57843,2457866.81,COM
2017 E5,1.783,0.9956,122.64,206.19,306.77,57765,2457550.39,COM
2017 G3,2.59,0.9911,159.05,279.47,73.1,57899,2457858.53,COM
2017 K6,2.003,0.9982,57.25,85.05,303.84,58154,2458121.64,COM
2017 M3,4.656,0.9732,77.51,7,110.33,58055,2457871.78,COM
2017 O1,1.499,0.9964,39.85,25.81,20.91,58039,2458041.29,COM
2017 P2,2.462,0.998,50.08,165.55,132.24,58009,2458094.06,COM
2017 T2,1.615,0.9997,57.23,64.38,92.99,58830,2458974.45,COM
2017 T3,0.825,0.9994,88.11,230.09,246.89,58113,2458318.65,COM
2017 Y1,3.719,0.999,55.24,307.51,134.45,58186,2457996.97,COM
2018 A3,3.277,0.9934,139.56,194.28,86.43,58459,2458496.36,COM
2018 E1,2.705,0.9503,72.48,146.84,299.47,58222,2458225.82,COM
2018 E2,3.922,0.9976,97.74,67.2,277.48,58202,2458111.19,COM
2018 EF9,1.557,0.9976,84.69,172.58,72.62,58226,2458261.63,COM
2018 F1,2.993,0.9907,46.07,177.29,71.63,58548,2458466.58,COM
2018 KJ3,3.627,0.9958,136.67,91.59,217.71,58340,2458736.48,COM
2018 L2,1.712,0.993,67.42,243.02,56.23,58481,2458455.08,COM
2018 N1,1.307,0.9969,159.44,292.44,354.56,58322,2458332.48,COM
2018 R3,1.291,0.9993,69.72,324.63,112.88,58538,2458641.7,COM
2018 R4,1.709,0.9944,11.68,298.46,345.15,58363,2458181.17,COM
2018 V4,3.199,0.9848,69,78.38,0.01,58439,2458544.19,COM
2018 X2,2.126,0.9863,23.07,340.83,162.05,58524,2458673.03,COM
2018 Y1,1.287,0.9911,160.4,147.48,358.06,58545,2458521.53,COM
2019 A9,1.426,0.9633,84.34,278.37,237.8,58567,2458691.03,COM
2019 B1,1.597,0.9897,123.36,290.43,174.88,58524,2458562.42,COM
2019 C1,6.581,0.9921,36.02,212.4,319.19,58963,2458975.22,COM
2019 D1,1.578,0.9885,34.1,231.72,70.48,58653,2458615.34,COM
2019 G2,2.291,0.9967,159.21,208.14,82.65,58770,2458827.57,COM
2019 H1,1.845,0.9922,104.58,269.19,19.28,58619,2458601.24,COM
2019 J1,2.479,0.9654,24.55,98.09,167.79,58652,2458582.84,COM
2019 J2,1.727,0.9977,105.14,25.47,98.7,58644,2458684.22,COM
2019 JU6,2.046,0.9994,148.29,21.7,94.92,58622,2458635.56,COM
2019 K4,2.259,0.9991,105.31,180.17,139.77,58720,2458650.92,COM
2019 K5,2.035,0.9865,15.32,177.19,174.92,58739,2458657.25,COM
2019 K6,3.929,0.9976,132.39,42.93,187.58,58707,2458989.52,COM
2019 K7,4.475,1,103.54,307.93,27.31,59226,2459017.47,COM
2019 K8,3.195,0.9977,93.22,291.05,85.35,58674,2458685.72,COM
2019 LB7,2.483,0.9293,164.23,3.29,335.89,58653,2458569.73,COM
2019 N1,1.705,0.9999,82.42,13.58,193.45,58960,2459185.31,COM
2019 O2,9.683,0.8311,93.29,48.31,129.66,59325,2460042.28,COM
2019 S4,3.442,0.9858,92.03,63.17,71.35,58897,2458947.44,COM
2019 T2,2.646,0.9987,111.49,155.64,239.39,59271,2459326.77,COM
2019 T3,5.947,0.9981,121.86,139.52,112.29,59381,2459276.32,COM
2019 T4,4.242,0.9956,53.63,199.94,351.18,59988,2459739.49,COM
2019 U6,0.914,0.9979,61,235.71,329.66,58967,2459019.32,COM
2019 V1,3.097,0.999,61.87,83.21,51.21,58813,2459047.09,COM
2019 Y1,0.838,0.9965,73.35,31.37,57.5,58951,2458924.06,COM
2019 Y4,0.253,0.9992,45.38,120.57,177.41,58903,2459000.52,COM
2019 Y4-B,0.253,0.9998,45.47,120.63,177.37,58956,2459000.52,COM
2019 Y5,4.914,0.9939,82.83,51.78,303.5,59046,2458713.67,COM
2020 A2,0.978,0.9991,120.75,286.38,68.21,58902,2458856.82,COM
2020 A3,5.767,0.9989,146.7,120.79,268.41,58781,2458663.36,COM
2020 B2,2.768,0.9592,55.7,354.34,143.63,58883,2458874.79,COM
2020 B3,3.344,0.9983,20.7,185.82,325.09,58921,2458776.39,COM
2020 F3,0.295,0.9992,128.94,61.01,37.28,59036,2459034.18,COM
2020 F5,4.325,0.9951,52.26,350.53,311,59665,2459295.93,COM
2020 F6,3.511,0.9908,174.58,207.88,344.59,58994,2458951.07,COM
2020 F7,5.332,0.9931,93.95,321.89,227.99,59192,2459532.61,COM
2020 F8,0.43,0.9998,110.8,260.03,68.2,58963,2458997.05,COM
2020 H2,0.834,0.9955,125.04,277.64,26.69,58994,2458967.09,COM
2020 H4,0.938,0.9923,84.33,307.76,116.83,58969,2459090.78,COM
2020 H5,9.345,0.9973,70.23,210.63,326.41,59482,2459195.55,COM
2020 H7,4.42,0.9994,135.92,323.53,82.77,58990,2459004.01,COM
2020 H8,4.675,0.9924,99.65,68.41,128.9,59024,2459004.7,COM
2020 H11,7.631,0.9993,151.41,303.01,91.49,58934,2459107.98,COM
2020 K1,3.073,0.9999,89.66,94.36,213.98,59779,2460073.57,COM
2020 K3,1.593,0.9924,128.72,27.93,62.7,59008,2458999.62,COM
2020 K4,1.773,0.9612,125.91,264.11,310.29,59016,2458915,COM
2020 K7,6.384,0.9416,32.07,286.11,358.13,59093,2458785.27,COM
2020 M5,3.004,0.9999,93.22,352.1,126.34,59428,2459446.38,COM
2020 N2,1.794,0.9824,161.03,257.08,331.23,59060,2459085.21,COM
2020 P3,6.812,0.9991,61.88,19.48,82.25,59409,2459325.34,COM
2020 PV6,2.296,0.945,128.24,329.14,71.38,59487,2459483.5,COM
2020 Q1,1.315,0.9779,142.92,52.38,9.88,59098,2459076.16,COM
2020 R2,4.692,0.9887,53.22,195.09,211.71,59412,2459634.81,COM
2020 R4,1.029,0.9894,164.46,323.27,46.71,59286,2459275.44,COM
2020 R6,3.13,0.9922,82.81,12.18,272.01,59082,2458736.49,COM
2020 S3,0.398,0.998,19.86,222.99,349.89,59284,2459196.17,COM
2020 S8,2.364,0.9914,108.52,24.05,160.33,59294,2459315.43,COM
2020 T2,2.055,0.9934,27.87,83.05,150.38,59349,2459406.64,COM
2020 T5,1.889,0.998,66.6,237.86,90.29,59134,2459132.12,COM
2020 U3,2.276,0.9648,30.18,282.68,124.26,59175,2459251.47,COM
2020 U5,3.756,0.9994,97.27,107.34,75.42,59583,2459697.38,COM
2020 X4,5.206,0.8794,80.49,161.91,139.91,59273,2459167.98,COM
2020 Y2,3.132,0.997,101.3,26.52,266.11,59825,2459748.2,COM
2020 Y3,1.999,0.9868,83.1,191.43,342.04,59270,2459186.99,COM
2021 A2,1.413,0.9945,106.98,125.24,338.85,59265,2459237.13,COM
2021 A4,1.145,0.9732,111.57,307.08,204.67,59261,2459293.54,COM
2021 A6,7.928,0.9992,75.61,164.08,351.69,59662,2459338.64,COM
2021 A7,1.968,0.9997,78.15,154.52,356.07,59319,2459410.83,COM
2021 A10,1.269,0.9863,151.52,188.35,82.27,59243,2459288.77,COM
2021 B2,2.513,0.9925,38.09,120.56,334.97,59307,2459338.78,COM
2021 B3,2.16,0.9382,119.49,67.28,293.56,59261,2459284.41,COM
2021 C1,3.481,0.9996,143.04,186.89,336.31,59299,2459190.61,COM
2021 C3,2.277,0.9641,122.16,181.92,357.15,59301,2459257.94,COM
2021 C4,4.504,0.9992,132.84,194.28,320.23,59372,2459231.55,COM
2021 C5,3.242,0.9993,50.78,323.69,270.92,59640,2459986.54,COM
2021 D1,0.902,0.9906,31.46,311.27,72.22,59292,2459273.11,COM
2021 F1,0.995,0.9957,107.32,203.45,146.83,59641,2459676.38,COM
2021 G1,3.424,0.9549,131.57,270.7,107.5,59325,2459417.78,COM
2021 G2,4.982,0.9996,48.47,221.09,343.31,60235,2460562.95,COM
2021 J2,4.707,0.9599,156.21,23.33,172.06,59611,2459479.98,COM
2021 N3,5.711,0.9643,26.75,337.49,304.7,59682,2459081.1,COM
2021 P2,5.069,0.9979,150.06,32.08,76.69,59958,2459967.16,COM
2021 P4,1.08,0.9966,56.31,348.09,175.82,59590,2459790.88,COM
2021 Q3,5.205,0.9303,77.78,307.9,114.09,59589,2459605.58,COM
2021 Q6,8.709,0.9996,161.85,133.53,140.92,59982,2460392.89,COM
2021 QM45,2.773,0.9922,22.82,354.59,72.8,59801,2459804.94,COM
2021 R2,7.312,0.9975,134.47,16.28,32.3,59526,2459573.5,COM
2021 R7,5.641,0.9952,158.85,170.15,139.99,59541,2459318.98,COM
2021 S4,6.689,0.9593,17.48,5.49,72.87,60230,2460311.81,COM
2021 T1,3.058,0.998,140.35,56.82,51.5,59555,2459501.57,COM
2021 T4,1.483,0.9999,160.78,257.88,329.81,60047,2460157.03,COM
2021 U4,1.787,0.9593,152.88,241.8,237.29,59514,2459570.47,COM
2021 U5,2.363,0.9891,39.05,182.76,321.47,59629,2459606.11,COM
2021 V1,3.014,0.9956,71.44,207.65,195.1,59534,2459699.86,COM
2022 A1,1.253,0.9992,116.53,285.52,201.18,59586,2459610.64,COM
2022 A3,3.703,0.996,88.35,325.48,234.85,60000,2460216.34,COM
2022 B4,1.38,0.9964,20.04,340.66,152.96,59636,2459609.4,COM
2022 D2,1.555,0.9956,22.65,312.47,177.79,59649,2459666.08,COM
2022 F1,5.975,0.9994,57.97,350.65,278.28,60041,2459796.72,COM
2022 H1,7.689,0.9936,49.87,6.37,246.33,59802,2460328.93,COM
2022 J1,1.604,0.9664,105.93,280.72,305.66,59724,2459629.55,COM
2022 J2,1.828,0.9802,149.09,252.56,133.06,59788,2459879.56,COM
2022 JK5,2.687,0.9379,16.83,59.65,247.17,60192,2460063.35,COM
2022 L1,1.592,0.9971,123.47,300.02,59.85,59821,2459850.74,COM
2022 L4,3.015,0.9881,141.22,66.05,125.3,59742,2459557.13,COM
2022 N1,1.482,0.96,164.74,301.86,41.07,59779,2459832.55,COM
2022 P3,2.561,0.9895,59.52,72.23,0.09,59873,2459787.84,COM
2022 R2,0.633,0.9985,52.89,60.4,78.38,59851,2459877.72,COM
2022 S4,2.764,0.9997,101.21,220.17,268.44,60180,2460509.8,COM
2022 T1,3.445,0.9997,22.54,236.92,324.32,60227,2460358.01,COM
2022 U1,4.202,0.9994,128.15,72.53,78.58,60372,2460395.36,COM
2022 U2,1.328,0.9861,48.25,304.48,147.91,59951,2459958.72,COM
2022 U4,2.898,0.9992,52.04,132.93,89.01,60047,2460160.18,COM
2022 V2,2.064,0.944,98.91,332.87,168.95,60190,2460250.43,COM
2022 W2,3.123,0.9906,63.53,320.45,123.26,59961,2460012.19,COM
2022 W3,1.398,0.995,103.56,132.27,116.52,60087,2460118.28,COM
2023 A1,1.835,0.992,94.74,318.31,159.25,60009,2460022.23,COM
2023 A2,0.947,0.9983,94.71,94.47,142.58,60009,2459964.89,COM
2023 B2,1.743,0.9971,40.77,218.12,317.4,60054,2460014,COM
2023 C2,2.368,0.9993,48.32,301.01,357.46,60370,2460631.32,COM
2023 F1,1.708,0.9935,131.75,25.25,216.65,60051,2460123.85,COM
2023 H1,4.448,0.9944,21.78,292.65,333.77,60393,2460643.33,COM
2023 H2,0.894,0.9963,113.75,217.04,150.65,60224,2460246.69,COM
2023 K1,2.04,0.9972,138,223.71,337.47,60148,2460195.25,COM
2023 P1,0.225,0.9961,132.48,66.83,116.3,60195,2460205.14,COM
2023 Q2,3.209,0.9905,104.05,92.68,171.73,60220,2460485.6,COM
2023 S2,1.068,0.9929,20.49,230.56,78.11,60228,2460232.88,COM
2023 T2,1.995,0.9914,48.6,317.53,111.19,60271,2460301.29,COM
2023 T3,3.548,0.9952,27.22,246,302.85,60475,2460700.86,COM
2023 TD22,2.357,0.951,170.49,5.56,32.53,60522,2460569.79,COM
2023 U1,4.973,0.9978,108.15,305.81,255.61,60514,2460596.17,COM
2023 V1,5.093,0.9996,102.01,15.03,103.31,60368,2460869.6,COM
2023 X1,0.95,0.9942,110.59,137.01,321.47,60290,2460235.59,COM
2024 B2,4.076,0.9993,99.84,294.38,130.31,60357,2460223.5,COM
2024 C4,1.471,0.9825,79.29,220.69,321.52,60420,2460339.7,COM
2024 E2,7.692,0.852,155.65,135.65,358.04,60386,2460241.27,COM
2024 G1,3.93,0.9674,95.4,30.6,128.23,60445,2460604.6,COM
2024 G2,5.348,0.9929,122.13,171.39,328.73,60578,2460840.01,COM
2024 G4,4.899,0.9985,33.03,153.01,131.43,60334,2461121.28,COM
2024 G5,2.953,0.9944,50.39,316.4,209.56,60392,2460560.48,COM
2024 J2,1.811,0.9877,79.3,189.06,143.15,60572,2460754.27,COM
2024 J4,5.695,0.9988,117.54,19.29,127.87,60518,2460791.65,COM
2024 PN7,1.525,0.9774,101.21,358.58,74.27,60612,2460650.94,COM
2024 Q4,5.419,0.9961,3.31,324.35,132.92,60606,2460626.34,COM
2024 S1,0.008,0.9999,141.9,347.15,69.16,60589,2460611.99,COM
2024 T3,3.716,0.9551,53.48,74.83,336.89,60638,2460749.75,COM
2024 U1,4.836,0.9939,128.71,270.24,188.08,60571,2460492.19,COM
2024 V1,2.318,0.9902,54.62,328.2,168.66,60690,2460769.6,COM
2024 V2,1.243,0.9668,95.97,102.19,13.69,60630,2460618.3,COM
2024 W1,2.561,0.9429,83.2,310.73,256.73,60657,2460753.58,COM
2024 X2,3.676,0.9273,109.22,122.52,315.77,60696,2460864.32,COM
2024 Y1,0.822,0.9867,64.75,112.55,238.14,60675,2460641.36,COM
2025 A6,0.529,0.9957,143.63,108.1,133,60693,2460987.98,COM
2025 E1,3.994,0.9985,69.08,344.6,274.46,60718,2461306.97,COM
